"Treatment","Outcome","IV1","IV2","IV3","IV4","IV5","IV6","IV7","IV8","IV9","IV10","IV11","IV12","IV13","IV14"
-3.11728731904165,-5.77470534152955,-0.691197386845902,0.611638163133191,-0.0547773599571809,-1.47095027696655,-0.440605820798312,0.958147092167513,1.27615835119544,-0.641996600283066,0.0545757245585628,0.0832711044655438,-0.0965178348989829,-1.88267076624295,-0.263715449297503,-0.868549516595026
1.20626717633718,2.18805083619162,0.633344968563555,0.314579742552354,-0.83232672280829,0.372231660874634,1.77768478112245,-1.2293179274089,-0.293398272163045,0.841811383538339,0.570333554213144,-0.522310330898712,0.118719064436616,1.60752229363635,0.162117154685397,0.515529475380674
3.81497472633192,8.23924762333381,-1.00263860607597,-0.354150023459577,0.803476462824178,-0.161506793270955,1.25560331482849,1.4328641856755,-0.00100320389621998,0.739195524701759,2.51122886834522,0.882855299707987,0.93259515570639,-0.463835898008909,0.729843624259293,0.195885521775147
-3.82156214737226,-6.64307047182345,-0.872173092038412,0.752092847308915,-0.731079720482848,0.165726436447165,0.194108476170074,-1.46297726596957,-0.41334419664596,-0.136184978303237,0.142367766947253,0.209045662011623,-0.593642100502008,-0.522115652956185,-1.59240346068486,-0.776636988527889
0.102040673061131,-0.106548300621146,-0.0971029145254535,-0.111702096627959,-0.706242793431851,0.310749220440855,-0.336492930025409,1.06276318669577,-2.87538960611941,-0.608610317022352,0.0881457514934885,-0.925472139794599,-0.109891996497236,-0.267566373118939,-0.658852928629302,-0.668114353029957
1.11906269574917,1.78540874960212,0.929164594888609,0.551690782830307,0.50348303417393,-0.726853030762026,0.464987376579192,-0.695405147213758,0.693824525300801,0.426741161793197,0.510376921330181,-1.01298694376315,-0.0973295583516556,-0.684464324095544,-1.47912171474846,0.373849264020315
3.02679293858963,5.23632129355685,-0.653570170750665,0.584047132754463,3.07707778615798,-0.531329989483281,-1.62473441903931,-0.432623348132976,-0.461653214098927,0.396535682881688,2.34048387752597,-0.204583212506393,0.0873114897722532,-0.461534809385052,1.54978457008799,0.557733580658518
0.0654993765934154,-0.596819389284918,1.28074553300891,-0.57310296883191,-0.386744791589768,0.0861673276100307,-0.596556145939845,-1.2996864174898,2.22512506835148,-0.768672679007136,-0.0605884689334932,-0.619503665399946,-0.136590046839065,-0.0743744019145848,0.5124534903329,0.90976928499235
5.01114449778482,10.563641958618,-1.13970699716149,1.02584091328377,-0.698068736493034,0.190481029937909,0.172640739133324,0.760419634863661,0.206966092159184,1.44210872463499,-0.475064445507448,2.25170508540865,2.28611234452766,0.531077011895494,1.69914860395373,1.22276971250851
0.387764231733385,0.566197249101919,1.63940186541948,0.0658866308738207,-0.606511235887217,0.00375739851783526,0.474099833291476,-0.557136220590936,0.406628377132687,-0.679464717964142,0.0168187934565532,-0.610192378532802,-0.00492226623232454,-0.156951049565317,-0.395276021334364,-0.697745425440913
