"Treatment","Outcome","IV1","IV2","IV3","IV4","IV5","IV6"
-0.645450259647214,-2.82195052235842,0.892013663019248,-0.0335400897509034,0.373976210825791,-0.702734543465001,1.03939849498294,-1.01729344282266
1.03734667946349,1.68253768716236,1.40770326952298,-1.65680227250255,0.734914859271435,-2.05277638114236,1.37284094837745,1.67171163913997
-1.75131517128371,-4.0681473339377,1.29817489681448,0.204635731290903,-0.361386200078544,1.18214781948403,-1.53266383377969,-1.41145181917462
3.60762226288659,7.19306374008411,-0.764561397119613,0.816416295012765,1.12475538979266,0.35602417706012,-1.22241229094634,1.30392192957354
0.908669517653021,2.12338461072634,-1.34470875568654,0.617762294596958,-0.538849436735631,-0.0315040084439687,-0.200954838878178,0.861506834717268
-2.67187595850978,-5.18472559440315,0.550174784543962,1.02717252377417,1.81545629058014,0.46475723920804,-0.180006739975395,-0.0707807960395658
2.3933812703136,4.03759890979584,0.909768476614222,0.818949773264397,-0.862457448647012,0.0565501715858653,0.629108659646025,1.05840966122576
2.07429711959339,4.20791285405695,0.282588097832718,0.998321279607009,0.895496321391644,-0.629419948855514,-0.971658648084104,0.579954430422731
1.01295645858252,2.28190827563393,-0.562396172896468,-0.699346702176319,0.135953829498033,-1.22137325599789,-1.98245814983143,1.61784512358709
-0.502560905594964,-0.86144894524674,0.450395464492474,0.538981901264032,0.0362679534530973,-0.85358232415121,-0.0481653164391592,0.292274702161935
3.7515047244096,7.92811548781885,-0.0491593073033968,0.962485240888455,-0.350602290898915,-0.15208181065166,-0.344564831718321,0.272308730640797
1.73316131351371,3.63347417080903,0.538272070476232,-0.339104629190651,-0.386975094896637,-0.562982289015597,-0.465117463365629,0.826064768499733
-1.92302621984886,-3.57097234954877,-0.788509888313648,-0.0585873504300162,-0.338103949870155,0.336955846938733,-1.03479837634347,-0.630656304830753
-5.73414395150857,-10.992160551964,-1.35023834892187,-0.162434484308989,0.969133503030778,-2.2632443393358,-1.78577454932394,-2.48262130287688
4.07780562359382,7.3040521874439,1.03899158559833,0.726902293295616,1.34072629235712,0.543531535645023,1.83830492629017,1.38097649361595
0.670122781729807,0.252771985483517,1.33985457348847,1.04122500307837,0.966345718295304,1.97855361983981,-1.42229395380683,1.69049149830421
0.169283100051633,-0.335867856537692,-0.516143334938999,-0.21437091152314,-0.170637971052144,-0.277098806468491,-1.61083922254453,1.60418895771324
